uid,sex,age,question_de,PA_08,PA_02,PA_09,PA_06,PA_01,MT_07,MT_04,MT_02,MT_05,MT_01,PA_04,MT_03,MT_06,PA_07,PA_03,PA_05
3667,1,27,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3667,1,27,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,6,,,,
3667,1,27,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,2,,,
3667,1,27,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,7,,,,,,
3667,1,27,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,4,,,,,
3667,1,27,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3667,1,27,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3667,1,27,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3667,1,27,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3667,1,27,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3721,1,22,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,4,,,,,,,,,,,,,
3721,1,22,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,4,,,,,
3721,1,22,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,4,,,,,,,,,,,
3721,1,22,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,4
3721,1,22,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",4,,,,,,,,,,,,,,,
3721,1,22,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,4,
3721,1,22,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,4,,,
3721,1,22,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,4,,,,,,
3721,1,22,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,4,,,,,,,,,,
3721,1,22,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,4,,,,
3721,1,22,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,4,,
3721,1,22,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,4,,,,,,,,
3721,1,22,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,4,,,,,,,,,,,,
3721,1,22,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,4,,,,,,,
3721,1,22,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,4,,,,,,,,,
3721,1,22,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,4,,,,,,,,,,,,,,
3742,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,1
3742,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,6,,,,,,,,,,
3742,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,7,,
3742,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3742,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,4,,,
3742,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3742,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3742,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,7,,,,,,
3742,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3742,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3742,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3742,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3742,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,7,,,,,,,
3742,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3742,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,4,,,,,,,,,
3742,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3751,2,21,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3751,2,21,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3751,2,21,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3751,2,21,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3751,2,21,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,5,,
3751,2,21,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",3,,,,,,,,,,,,,,,
3751,2,21,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,5,,,,,,,,,,
3751,2,21,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3751,2,21,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3751,2,21,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,4,,,,,,,,
3751,2,21,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,3,,,,,,
3751,2,21,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3751,2,21,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,3,
3751,2,21,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3751,2,21,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3751,2,21,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,4,,,,,,,
3760,2,30,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,7,,,,,,,,,
3760,2,30,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,7,,,,,,,
3760,2,30,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3760,2,30,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,5,,,,,,
3760,2,30,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3760,2,30,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3760,2,30,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3760,2,30,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3760,2,30,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3760,2,30,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3760,2,30,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3760,2,30,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,4,,,
3760,2,30,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,5,,,,,,,,,,
3760,2,30,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3760,2,30,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3760,2,30,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3772,1,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3772,1,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,7,,,,,
3772,1,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3772,1,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3772,1,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3772,1,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3772,1,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,5,,,,,,
3772,1,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,6,,,,,,,,,,,,,
3772,1,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3772,1,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3772,1,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3772,1,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3772,1,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3772,1,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,4,,,
3772,1,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,5,,,,,,,,,
3772,1,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3808,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3808,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3808,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3808,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,5,,,,,,,
3808,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,5,,,,,,,,
3808,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,4,,,,,,,,,
3808,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3808,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3808,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3808,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,2,,,,,
3808,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3808,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3808,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,4,,,,,,
3808,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3808,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,4,,,,,,,,,,,,,
3808,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3841,2,19,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3841,2,19,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3841,2,19,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3841,2,19,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,7,,
3841,2,19,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,7,,,,,,,,,,,
3841,2,19,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3841,2,19,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,3,,,,,,,
3841,2,19,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3841,2,19,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,3,,,,,,
3841,2,19,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3841,2,19,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3841,2,19,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3841,2,19,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3841,2,19,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3841,2,19,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,6,,,,,,,,,,
3841,2,19,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,1,
3919,2,28,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,1,,,
3919,2,28,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3919,2,28,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3919,2,28,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,6,,,,,,,,,,,,,
3919,2,28,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3919,2,28,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3919,2,28,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,1,,,,,,,,
3919,2,28,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,4,
3919,2,28,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3919,2,28,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,5,,
3919,2,28,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",4,,,,,,,,,,,,,,,
3919,2,28,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,6,,,,,,,,,,
3919,2,28,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,3,,,,,,,
3919,2,28,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,4,,,,
3919,2,28,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,4,,,,,
3919,2,28,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,3,,,,,,
3931,2,23,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",1,,,,,,,,,,,,,,,
3931,2,23,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,1,,,,
3931,2,23,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,1
3931,2,23,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,7,,,,,,
3931,2,23,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,7,,
3931,2,23,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,7,,,,,,,,
3931,2,23,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,7,,,,,,,,,,,
3931,2,23,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3931,2,23,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,1,
3931,2,23,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,7,,,,,,,
3931,2,23,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,1,,,,,,,,,,
3931,2,23,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,7,,,,,
3931,2,23,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,5,,,,,,,,,
3931,2,23,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,5,,,
3931,2,23,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3931,2,23,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,7,,,,,,,,,,,,,
3937,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3937,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,1,,,,
3937,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3937,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3937,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,7,,,,,,,
3937,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,6,,,,,,,,,,,,,
3937,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,7,,,,,,
3937,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3937,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3937,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3937,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,4,,,,,,,,,
3937,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,5,,
3937,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3937,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3937,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,4,,,,,,,,
3937,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3967,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,4,,,,,,
3967,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3967,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,5,,,,
3967,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3967,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,3,
3967,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,3,,,,,,,,,,,,
3967,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,2,,,,,,,,,
3967,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,4,,,,,,,
3967,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3967,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3967,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3967,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,2,,,,,,,,
3967,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3967,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,2,,,
3967,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,5,,
3967,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,5,,,,,,,,,,
3994,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3994,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3994,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3994,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,7,,,,,
3994,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,5,,,,,,,,,,,,
3994,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,7,,,,,,
3994,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3994,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,6,,,,,,,,
3994,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,7,,,,,,,,,
3994,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3994,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,1,,,,
3994,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3994,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3994,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,7,,,,,,,
3994,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3994,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",1,,,,,,,,,,,,,,,
4009,1,21,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
4009,1,21,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
4009,1,21,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,5,,,,,,
4009,1,21,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
4009,1,21,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
4009,1,21,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
4009,1,21,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
4009,1,21,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,5,,,,,,,,,,
