"rown","ID","condition","genre","prime_order","probe","wm","wm_response","confidence","question_n","question","rating","mean_rating","open_text","final_eval","knew_piece","EXPRA","sex","age","exp_inf","rep_exp"
1669,"4009","high","classical",1,"HZSCMJPR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,NA,1,21,"1","1"
1672,"4009","low","classical",1,"PLBCWYZN","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,NA,1,21,"0","2"
1673,"4009","low","classical",1,"PLBCWYZN","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,NA,1,21,"0","2"
1674,"4009","low","classical",1,"PLBCWYZN","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,NA,1,21,"0","2"
1675,"4009","low","classical",1,"PLBCWYZN","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,NA,1,21,"0","2"
1681,"4018","baseline","rock",1,"RCYMGWBS","1","RYCDW",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","4","",NA,1,"504235",1,23,"2","0"
1682,"4018","baseline","rock",1,"RCYMGWBS","1","RYCDW",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","4","",NA,1,"504235",1,23,"2","0"
1683,"4018","baseline","rock",1,"RCYMGWBS","1","RYCDW",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","2","4","",NA,1,"504235",1,23,"2","0"
1684,"4018","baseline","rock",1,"RCYMGWBS","1","RYCDW",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,1,"504235",1,23,"2","0"
1687,"4018","high","rock",1,"GDRXBZYH","1","GDRXY",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","4","",NA,1,"504235",1,23,"1","1"
1688,"4018","high","rock",1,"GDRXBZYH","1","GDRXY",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","4","",NA,1,"504235",1,23,"1","1"
1689,"4018","high","rock",1,"GDRXBZYH","1","GDRXY",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","4","",NA,1,"504235",1,23,"1","1"
1690,"4018","high","rock",1,"GDRXBZYH","1","GDRXY",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,1,"504235",1,23,"1","1"
1693,"4018","low","rock",1,"QNVFYBLT","1","QNVFYBLN",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","4","",NA,1,"504235",1,23,"0","2"
1694,"4018","low","rock",1,"QNVFYBLT","1","QNVFYBLN",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","4","",NA,1,"504235",1,23,"0","2"
1695,"4018","low","rock",1,"QNVFYBLT","1","QNVFYBLN",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","4","",NA,1,"504235",1,23,"0","2"
1696,"4018","low","rock",1,"QNVFYBLT","1","QNVFYBLN",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,1,"504235",1,23,"0","2"
1702,"4018","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","3","4","",NA,1,"504235",1,23,"2","0"
1703,"4018","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","4","",NA,1,"504235",1,23,"2","0"
1704,"4018","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","4","",NA,1,"504235",1,23,"2","0"
1705,"4018","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","4","",NA,1,"504235",1,23,"2","0"
1708,"4018","high","classical",1,"HZSCMJPR","1","HZSZYJPR
",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","3","4","",NA,1,"504235",1,23,"1","1"
1709,"4018","high","classical",1,"HZSCMJPR","1","HZSZYJPR
",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","4","",NA,1,"504235",1,23,"1","1"
1710,"4018","high","classical",1,"HZSCMJPR","1","HZSZYJPR
",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","4","",NA,1,"504235",1,23,"1","1"
1711,"4018","high","classical",1,"HZSCMJPR","1","HZSZYJPR
",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","4","",NA,1,"504235",1,23,"1","1"
1714,"4018","low","classical",1,"PLBCWYZN","1","PLBCWYZN",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","3","4","",NA,1,"504235",1,23,"0","2"
1715,"4018","low","classical",1,"PLBCWYZN","1","PLBCWYZN",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","4","",NA,1,"504235",1,23,"0","2"
1716,"4018","low","classical",1,"PLBCWYZN","1","PLBCWYZN",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","4","",NA,1,"504235",1,23,"0","2"
1717,"4018","low","classical",1,"PLBCWYZN","1","PLBCWYZN",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","3","4","",NA,1,"504235",1,23,"0","2"
1729,"4036","low","rock",2,"GYWLNPHM","1","GYWLMPHN",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"120381",2,19,"0","1"
1730,"4036","low","rock",2,"GYWLNPHM","1","GYWLMPHN",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"120381",2,19,"0","1"
1731,"4036","low","rock",2,"GYWLNPHM","1","GYWLMPHN",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,1,"120381",2,19,"0","1"
1732,"4036","low","rock",2,"GYWLNPHM","1","GYWLMPHN",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"120381",2,19,"0","1"
1744,"4036","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","7","",NA,1,"120381",2,19,"2","0"
1745,"4036","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"120381",2,19,"2","0"
1746,"4036","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"120381",2,19,"2","0"
1747,"4036","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"120381",2,19,"2","0"
1765,"4048","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",1,32,"2","0"
1766,"4048","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","6","",NA,1,"XXXXX",1,32,"2","0"
1767,"4048","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",1,32,"2","0"
1768,"4048","baseline","classical",1,"GTVXCRHS","1","GTVXCRHS",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,1,"XXXXX",1,32,"2","0"
1771,"4048","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","7","",NA,1,"XXXXX",1,32,"1","1"
1772,"4048","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"XXXXX",1,32,"1","1"
1773,"4048","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"XXXXX",1,32,"1","1"
1774,"4048","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"XXXXX",1,32,"1","1"
1777,"4048","low","classical",1,"PLBCWYZN","1","PCBCWYZN",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"XXXXX",1,32,"0","2"
1778,"4048","low","classical",1,"PLBCWYZN","1","PCBCWYZN",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"XXXXX",1,32,"0","2"
1779,"4048","low","classical",1,"PLBCWYZN","1","PCBCWYZN",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"XXXXX",1,32,"0","2"
1780,"4048","low","classical",1,"PLBCWYZN","1","PCBCWYZN",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"XXXXX",1,32,"0","2"
1786,"4048","baseline","rock",1,"RCYMGWBS","1","RCYMGWBS",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,5,"XXXXX",1,32,"2","0"
1787,"4048","baseline","rock",1,"RCYMGWBS","1","RCYMGWBS",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","4","",NA,5,"XXXXX",1,32,"2","0"
1788,"4048","baseline","rock",1,"RCYMGWBS","1","RCYMGWBS",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","4","",NA,5,"XXXXX",1,32,"2","0"
1789,"4048","baseline","rock",1,"RCYMGWBS","1","RCYMGWBS",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","3","4","",NA,5,"XXXXX",1,32,"2","0"
1792,"4048","high","rock",1,"GDRXBZYH","1","GDRXYZH",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","4","",NA,5,"XXXXX",1,32,"1","1"
1793,"4048","high","rock",1,"GDRXBZYH","1","GDRXYZH",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","4","",NA,5,"XXXXX",1,32,"1","1"
1794,"4048","high","rock",1,"GDRXBZYH","1","GDRXYZH",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","4","",NA,5,"XXXXX",1,32,"1","1"
1795,"4048","high","rock",1,"GDRXBZYH","1","GDRXYZH",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","4","",NA,5,"XXXXX",1,32,"1","1"
1798,"4048","low","rock",1,"QNVFYBLT","1","QNVFYBCT",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","4","",NA,5,"XXXXX",1,32,"0","2"
1799,"4048","low","rock",1,"QNVFYBLT","1","QNVFYBCT",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","4","",NA,5,"XXXXX",1,32,"0","2"
1800,"4048","low","rock",1,"QNVFYBLT","1","QNVFYBCT",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","4","",NA,5,"XXXXX",1,32,"0","2"
1801,"4048","low","rock",1,"QNVFYBLT","1","QNVFYBCT",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","4","",NA,5,"XXXXX",1,32,"0","2"
1807,"4060","baseline","classical",1,"GTVXCRHS","1","chrs",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"770106",2,20,"2","0"
1808,"4060","baseline","classical",1,"GTVXCRHS","1","chrs",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"770106",2,20,"2","0"
1809,"4060","baseline","classical",1,"GTVXCRHS","1","chrs",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"770106",2,20,"2","0"
1810,"4060","baseline","classical",1,"GTVXCRHS","1","chrs",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"770106",2,20,"2","0"
1828,"4060","baseline","rock",1,"RCYMGWBS","1","RCYM",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","2","",NA,1,"770106",2,20,"2","0"
1829,"4060","baseline","rock",1,"RCYMGWBS","1","RCYM",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","2","2","",NA,1,"770106",2,20,"2","0"
1830,"4060","baseline","rock",1,"RCYMGWBS","1","RCYM",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","2","2","",NA,1,"770106",2,20,"2","0"
1831,"4060","baseline","rock",1,"RCYMGWBS","1","RCYM",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","3","2","",NA,1,"770106",2,20,"2","0"
1849,"4078","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"891651",1,21,"2","0"
1850,"4078","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"891651",1,21,"2","0"
1851,"4078","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,2,"891651",1,21,"2","0"
1852,"4078","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"891651",1,21,"2","0"
1855,"4078","low","rock",2,"GYWLNPHM","1","GYPHJPMN",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"891651",1,21,"0","1"
1856,"4078","low","rock",2,"GYWLNPHM","1","GYPHJPMN",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"891651",1,21,"0","1"
1857,"4078","low","rock",2,"GYWLNPHM","1","GYPHJPMN",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,2,"891651",1,21,"0","1"
1858,"4078","low","rock",2,"GYWLNPHM","1","GYPHJPMN",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"891651",1,21,"0","1"
1870,"4078","baseline","classical",2,"TBHNLXMZ","1","TBHLMXNZ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"891651",1,21,"2","0"
1871,"4078","baseline","classical",2,"TBHNLXMZ","1","TBHLMXNZ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"891651",1,21,"2","0"
1872,"4078","baseline","classical",2,"TBHNLXMZ","1","TBHLMXNZ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"891651",1,21,"2","0"
1873,"4078","baseline","classical",2,"TBHNLXMZ","1","TBHLMXNZ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"891651",1,21,"2","0"
1903,"4156","low","rock",1,"QNVFYBLT","1","QNTFYBLT",3,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,2,"603113",2,24,"0","2"
1904,"4156","low","rock",1,"QNVFYBLT","1","QNTFYBLT",3,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"603113",2,24,"0","2"
1905,"4156","low","rock",1,"QNVFYBLT","1","QNTFYBLT",3,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"603113",2,24,"0","2"
1906,"4156","low","rock",1,"QNVFYBLT","1","QNTFYBLT",3,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"603113",2,24,"0","2"
1912,"4156","baseline","classical",1,"GTVXCRHS","1","GTVXCHR",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","3","",NA,1,"603113",2,24,"2","0"
1913,"4156","baseline","classical",1,"GTVXCRHS","1","GTVXCHR",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","3","3","",NA,1,"603113",2,24,"2","0"
1914,"4156","baseline","classical",1,"GTVXCRHS","1","GTVXCHR",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","2","3","",NA,1,"603113",2,24,"2","0"
1915,"4156","baseline","classical",1,"GTVXCRHS","1","GTVXCHR",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","3","",NA,1,"603113",2,24,"2","0"
1918,"4156","high","classical",1,"HZSCMJPR","1","SCMJ",3,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"603113",2,24,"1","1"
1919,"4156","high","classical",1,"HZSCMJPR","1","SCMJ",3,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,1,"603113",2,24,"1","1"
1920,"4156","high","classical",1,"HZSCMJPR","1","SCMJ",3,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,1,"603113",2,24,"1","1"
1921,"4156","high","classical",1,"HZSCMJPR","1","SCMJ",3,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"603113",2,24,"1","1"
1924,"4156","low","classical",1,"PLBCWYZN","1","PLBTCWYZ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"603113",2,24,"0","2"
1925,"4156","low","classical",1,"PLBCWYZN","1","PLBTCWYZ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,1,"603113",2,24,"0","2"
1926,"4156","low","classical",1,"PLBCWYZN","1","PLBTCWYZ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,1,"603113",2,24,"0","2"
1927,"4156","low","classical",1,"PLBCWYZN","1","PLBTCWYZ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"603113",2,24,"0","2"
1933,"4168","baseline","rock",2,"CMFSJBNR","1","BFSRY",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"308395",2,19,"2","0"
1934,"4168","baseline","rock",2,"CMFSJBNR","1","BFSRY",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,1,"308395",2,19,"2","0"
1935,"4168","baseline","rock",2,"CMFSJBNR","1","BFSRY",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","5","",NA,1,"308395",2,19,"2","0"
1936,"4168","baseline","rock",2,"CMFSJBNR","1","BFSRY",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","5","",NA,1,"308395",2,19,"2","0"
1939,"4168","low","rock",2,"GYWLNPHM","1","GYPHM",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"308395",2,19,"0","1"
1940,"4168","low","rock",2,"GYWLNPHM","1","GYPHM",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"308395",2,19,"0","1"
1941,"4168","low","rock",2,"GYWLNPHM","1","GYPHM",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"308395",2,19,"0","1"
1942,"4168","low","rock",2,"GYWLNPHM","1","GYPHM",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"308395",2,19,"0","1"
1954,"4168","baseline","classical",2,"TBHNLXMZ","1","THFXZ",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,1,"308395",2,19,"2","0"
1955,"4168","baseline","classical",2,"TBHNLXMZ","1","THFXZ",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","6","",NA,1,"308395",2,19,"2","0"
1956,"4168","baseline","classical",2,"TBHNLXMZ","1","THFXZ",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"308395",2,19,"2","0"
1957,"4168","baseline","classical",2,"TBHNLXMZ","1","THFXZ",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,1,"308395",2,19,"2","0"
1966,"4168","high","classical",2,"HBRTVNPC","1","HBRTVNPC",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,1,"308395",2,19,"1","2"
1967,"4168","high","classical",2,"HBRTVNPC","1","HBRTVNPC",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"308395",2,19,"1","2"
1968,"4168","high","classical",2,"HBRTVNPC","1","HBRTVNPC",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"308395",2,19,"1","2"
1969,"4168","high","classical",2,"HBRTVNPC","1","HBRTVNPC",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,1,"308395",2,19,"1","2"
1975,"4183","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"323812",2,20,"2","0"
1976,"4183","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"323812",2,20,"2","0"
1977,"4183","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"323812",2,20,"2","0"
1978,"4183","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"323812",2,20,"2","0"
1981,"4183","high","rock",1,"GDRXBZYH","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"323812",2,20,"1","1"
1982,"4183","high","rock",1,"GDRXBZYH","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"323812",2,20,"1","1"
1983,"4183","high","rock",1,"GDRXBZYH","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"323812",2,20,"1","1"
1984,"4183","high","rock",1,"GDRXBZYH","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,1,"323812",2,20,"1","1"
1987,"4183","low","rock",1,"QNVFYBLT","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"323812",2,20,"0","2"
1988,"4183","low","rock",1,"QNVFYBLT","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"323812",2,20,"0","2"
1989,"4183","low","rock",1,"QNVFYBLT","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"323812",2,20,"0","2"
1990,"4183","low","rock",1,"QNVFYBLT","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"323812",2,20,"0","2"
1996,"4183","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"323812",2,20,"2","0"
1997,"4183","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"323812",2,20,"2","0"
1998,"4183","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"323812",2,20,"2","0"
1999,"4183","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"323812",2,20,"2","0"
2002,"4183","high","classical",1,"HZSCMJPR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","7","",NA,1,"323812",2,20,"1","1"
2003,"4183","high","classical",1,"HZSCMJPR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"323812",2,20,"1","1"
2004,"4183","high","classical",1,"HZSCMJPR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"323812",2,20,"1","1"
2005,"4183","high","classical",1,"HZSCMJPR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"323812",2,20,"1","1"
2008,"4183","low","classical",1,"PLBCWYZN","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"323812",2,20,"0","2"
2009,"4183","low","classical",1,"PLBCWYZN","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"323812",2,20,"0","2"
2010,"4183","low","classical",1,"PLBCWYZN","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"323812",2,20,"0","2"
2011,"4183","low","classical",1,"PLBCWYZN","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"323812",2,20,"0","2"
2017,"4195","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,2,"537481",2,19,"2","0"
2018,"4195","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,2,"537481",2,19,"2","0"
